Trial,PursuerBiasEstimate,EvaderBiasEstimate
472,0.040003699121765,-0.0099641327648228
473,0.0400057756346818,-0.00927214877429688
474,0.0400092071797023,-0.00916913541470746
475,0.0399937125728982,-0.0109534233980065
476,0.0399965099793123,-0.010035037049098
477,0.0400116906811055,-0.0104881022987858
478,0.0400003605739826,-0.00939301300084929
479,0.0399979491592503,-0.0103222779557406
480,0.0400013048560442,-0.010654949110368
481,0.0399947135275587,-0.00930169511527659
482,0.0400014756033877,-0.00926430691070748
483,0.0400078149096335,-0.00987056640463867
484,0.0399931047161014,-0.0100979592250544
485,0.0400042543482947,-0.0101240795938632
486,0.0399947853113692,-0.00992543406933916
487,0.039991293539555,-0.0099973031572532
488,0.0399971659560711,-0.0112114168701352
489,0.0399996589508676,-0.0102965618260721
490,0.039987499149099,-0.0101023173703725
491,0.0399926099863331,-0.00978027509138291
492,0.0399951832008859,-0.009709988607265
493,0.0400040387694938,-0.00995043157271229
494,0.0400026288484782,-0.011043323480137
495,0.0400046249928905,-0.00936356587187278
496,0.0399845302438834,-0.00926326253337094
497,0.0400065243020671,-0.00933817676061888
498,0.0399932092439372,-0.00950155421073734
499,0.039990628836653,-0.0103455257095732
500,0.0399990697388848,-0.0100756721460552
501,0.0399966218879106,-0.0106820684050933
502,0.040000770503414,-0.0101707698374773
503,0.0399920196327262,-0.0100692132196992
504,0.0400028630079238,-0.00951027748875176
505,0.040005435870032,-0.00917151122958102
506,0.0399960681111587,-0.00907030901172197
507,0.039996240038288,-0.00983827082615541
508,0.0400098544900919,-0.0088528252272393
509,0.0400011059336959,-0.0113436711943748
510,0.0400051516128773,-0.0103758328748053
511,0.0399957181433636,-0.00944115136310407
512,0.040003328535946,-0.00962001146752564
513,0.0399987828260232,-0.00934381526500155
514,0.0400002875274176,-0.0105935921940239
515,0.0399965709130323,-0.0101007907415393
516,0.0400071485755458,-0.0101408776184764
517,0.0400063619514035,-0.00978440196281934
518,0.0400026201970148,-0.0109424715140408
519,0.0400170847215934,-0.0100710250277572
